Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A22
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A26,A27
sup,A27,A28
sup,A28,A0
sup,A30,A31
sup,A33,A34
sup,A34,A35
sup,A36,A37
sup,A38,A39
sup,A40,A41
sup,A41,A42
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A49,A50
sup,A50,A51
sup,A54,A55
sup,A57,A58
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A66,A67
sup,A67,A68
sup,A71,A72
sup,A72,A73
sup,A74,A75
sup,A77,A78
sup,A79,A80
sup,A81,A82
sup,A83,A84
sup,A84,A85
sup,A86,A87
sup,A90,A91
sup,A92,A93
sup,A93,A94
sup,A96,A97
sup,A103,A66
sup,A104,A105
sup,A105,A106
sup,A106,A104
sup,A107,A108
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A107
sup,A115,A116
sup,A116,A117
sup,A117,A118
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A125,A126
sup,A126,A127
sup,A127,A128
sup,A128,A129
sup,A129,A130
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A115
sup,A168,A169
sup,A172,A173
sup,A173,A174
sup,A176,A177
sup,A177,A178
sup,A178,A179
sup,A180,A181
sup,A182,A183
sup,A184,A185
sup,A185,A186
sup,A188,A189
sup,A191,A192
sup,A193,A194
sup,A196,A197
sup,A198,A199
sup,A199,A200
sup,A200,A201
sup,A201,A202
