Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A0
sup,A20,A21
sup,A21,A22
sup,A22,A23
sup,A23,A24
sup,A26,A27
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A34,A35
sup,A35,A36
sup,A36,A37
sup,A37,A38
sup,A39,A40
sup,A40,A41
sup,A42,A43
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A50,A51
sup,A52,A53
sup,A58,A59
sup,A59,A60
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A67,A68
sup,A68,A69
sup,A71,A72
sup,A72,A73
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A81,A82
sup,A84,A85
sup,A85,A86
sup,A86,A87
sup,A87,A88
sup,A88,A89
sup,A89,A90
sup,A90,A91
sup,A91,A92
sup,A95,A96
sup,A98,A99
sup,A100,A101
sup,A101,A102
sup,A105,A106
sup,A106,A107
sup,A107,A108
sup,A108,A109
sup,A110,A111
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A125,A93
sup,A126,A127
sup,A128,A129
sup,A131,A132
sup,A132,A133
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A144,A145
sup,A146,A147
sup,A147,A148
sup,A149,A150
sup,A150,A151
sup,A152,A153
sup,A153,A154
sup,A155,A156
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A162,A163
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A169
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
