Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A0
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A22
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A26,A27
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A30,A31
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A34,A35
sup,A35,A10
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A66,A59
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A67
sup,A74,A75
sup,A75,A76
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A79,A80
sup,A80,A81
sup,A81,A82
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A85,A86
sup,A86,A74
sup,A103,A104
sup,A104,A105
sup,A105,A106
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A117,A118
sup,A118,A119
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A134
sup,A154,A155
sup,A156,A157
sup,A157,A158
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A166,A167
sup,A169,A170
sup,A175,A154
sup,A177,A178
sup,A178,A179
sup,A181,A176
sup,A182,A183
sup,A185,A186
sup,A186,A187
sup,A187,A188
sup,A189,A190
sup,A191,A192
sup,A193,A194
sup,A195,A196
sup,A196,A197
sup,A197,A198
sup,A200,A201
sup,A204,A205
sup,A206,A182
