Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A0
sup,A22,A23
sup,A24,A25
sup,A26,A27
sup,A27,A28
sup,A33,A34
sup,A34,A35
sup,A39,A40
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A46,A47
sup,A49,A50
sup,A52,A53
sup,A53,A54
sup,A55,A56
sup,A58,A59
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A67,A68
sup,A70,A71
sup,A106,A107
sup,A107,A108
sup,A110,A111
sup,A111,A112
sup,A115,A116
sup,A116,A117
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A136
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
sup,A181,A182
sup,A182,A183
sup,A184,A185
sup,A185,A186
sup,A186,A187
sup,A187,A188
sup,A189,A190
sup,A191,A192
sup,A194,A195
sup,A196,A197
sup,A197,A198
sup,A200,A201
sup,A201,A169
sup,A202,A203
sup,A203,A204
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A208,A209
sup,A209,A210
sup,A210,A211
sup,A211,A212
sup,A212,A213
sup,A213,A214
sup,A214,A215
